,A,B,M,N,V/I
416,-115.0,-113.0,-11.0,-9.0,-1.2530490971333214e-05
417,-115.0,-113.0,-9.0,-7.0,-1.2269156309169249e-05
418,-115.0,-113.0,-7.0,-5.0,-1.2128521977086693e-05
419,-115.0,-113.0,-5.0,-3.0,-1.1546029407335373e-05
420,-115.0,-113.0,-3.0,-1.0,-1.0353778649579981e-05
421,-115.0,-113.0,-1.0,1.0,-9.061962302985005e-06
422,-115.0,-113.0,1.0,3.0,-7.992588782755258e-06
423,-115.0,-113.0,3.0,5.0,-7.210128753981984e-06
424,-115.0,-113.0,5.0,7.0,-6.682904180906404e-06
425,-115.0,-113.0,7.0,9.0,-6.341798969085322e-06
426,-115.0,-113.0,9.0,11.0,-6.108564101055258e-06
427,-113.0,-111.0,-109.0,-107.0,-2.7285621389859016
428,-113.0,-111.0,-107.0,-105.0,-0.6736521482327746
429,-113.0,-111.0,-105.0,-103.0,-0.27143284597176365
430,-113.0,-111.0,-103.0,-101.0,-0.1363157893228477
431,-113.0,-111.0,-101.0,-99.0,-0.07702580953634386
432,-113.0,-111.0,-99.0,-97.0,-0.04685225769771084
433,-113.0,-111.0,-97.0,-95.0,-0.02997130876297771
434,-113.0,-111.0,-95.0,-93.0,-0.019868969524564795
435,-113.0,-111.0,-93.0,-91.0,-0.01351629745010166
436,-113.0,-111.0,-91.0,-89.0,-0.009373671813656642
437,-113.0,-111.0,-89.0,-87.0,-0.006599479198632768
438,-113.0,-111.0,-87.0,-85.0,-0.004704892691175563
439,-113.0,-111.0,-85.0,-83.0,-0.0033916489247130116
440,-113.0,-111.0,-83.0,-81.0,-0.0024706067944985782
441,-113.0,-111.0,-81.0,-79.0,-0.0018182654530718295
442,-113.0,-111.0,-79.0,-77.0,-0.0013522056053003467
443,-113.0,-111.0,-77.0,-75.0,-0.0010165211395597867
444,-113.0,-111.0,-75.0,-73.0,-0.0007728187599297803
445,-113.0,-111.0,-73.0,-71.0,-0.000594475808253149
446,-113.0,-111.0,-71.0,-69.0,-0.0004628853105673944
447,-113.0,-111.0,-69.0,-67.0,-0.00036495439316820005
448,-113.0,-111.0,-67.0,-65.0,-0.00029141414943613386
449,-113.0,-111.0,-65.0,-63.0,-0.00023566541936939633
450,-113.0,-111.0,-63.0,-61.0,-0.00019298387743404977
451,-113.0,-111.0,-61.0,-59.0,-0.00015996880253788676
452,-113.0,-111.0,-59.0,-57.0,-0.00013415859353054296
453,-113.0,-111.0,-57.0,-55.0,-0.00011376120344088261
454,-113.0,-111.0,-55.0,-53.0,-9.746424707654522e-05
455,-113.0,-111.0,-53.0,-51.0,-8.430063189767897e-05
456,-113.0,-111.0,-51.0,-49.0,-7.355306220351715e-05
457,-113.0,-111.0,-49.0,-47.0,-6.46858771621503e-05
458,-113.0,-111.0,-47.0,-45.0,-5.729618797781222e-05
459,-113.0,-111.0,-45.0,-43.0,-5.1078696084970454e-05
460,-113.0,-111.0,-43.0,-41.0,-4.580024840413269e-05
461,-113.0,-111.0,-41.0,-39.0,-4.128135043415457e-05
462,-113.0,-111.0,-39.0,-37.0,-3.738267151216085e-05
463,-113.0,-111.0,-37.0,-35.0,-3.399514701738632e-05
464,-113.0,-111.0,-35.0,-33.0,-3.103268383822244e-05
465,-113.0,-111.0,-33.0,-31.0,-2.8426759290576392e-05
466,-113.0,-111.0,-31.0,-29.0,-2.612240550898745e-05
467,-113.0,-111.0,-29.0,-27.0,-2.4075216300538382e-05
468,-113.0,-111.0,-27.0,-25.0,-2.224912012296909e-05
469,-113.0,-111.0,-25.0,-23.0,-2.0614746685982538e-05
470,-113.0,-111.0,-23.0,-21.0,-1.9148292635395164e-05
471,-113.0,-111.0,-21.0,-19.0,-1.783089075461583e-05
472,-113.0,-111.0,-19.0,-17.0,-1.664866184352201e-05
473,-113.0,-111.0,-17.0,-15.0,-1.559399589171756e-05
474,-113.0,-111.0,-15.0,-13.0,-1.46693694819712e-05
475,-113.0,-111.0,-13.0,-11.0,-1.3896042882034082e-05
476,-113.0,-111.0,-11.0,-9.0,-1.3326979554289381e-05
477,-113.0,-111.0,-9.0,-7.0,-1.3026908281581207e-05
478,-113.0,-111.0,-7.0,-5.0,-1.2858336292784558e-05
479,-113.0,-111.0,-5.0,-3.0,-1.2227830253291536e-05
480,-113.0,-111.0,-3.0,-1.0,-1.0957284347357099e-05
481,-113.0,-111.0,-1.0,1.0,-9.5840864441539e-06
482,-113.0,-111.0,1.0,3.0,-8.447153481864339e-06
483,-113.0,-111.0,3.0,5.0,-7.613755505612996e-06
484,-113.0,-111.0,5.0,7.0,-7.050015980837945e-06
485,-113.0,-111.0,7.0,9.0,-6.682940559596395e-06
486,-113.0,-111.0,9.0,11.0,-6.430151990036853e-06
487,-113.0,-111.0,11.0,13.0,-6.2267146833695775e-06
488,-111.0,-109.0,-107.0,-105.0,-2.728562068653897
489,-111.0,-109.0,-105.0,-103.0,-0.6736521019195034
490,-111.0,-109.0,-103.0,-101.0,-0.2714328165718254
491,-111.0,-109.0,-101.0,-99.0,-0.13631577181212462
492,-111.0,-109.0,-99.0,-97.0,-0.07702580035900053
493,-111.0,-109.0,-97.0,-95.0,-0.04685225433374052
494,-111.0,-109.0,-95.0,-93.0,-0.02997130942407905
495,-111.0,-109.0,-93.0,-91.0,-0.01986897294032733
496,-111.0,-109.0,-91.0,-89.0,-0.013516302717489631
497,-111.0,-109.0,-89.0,-87.0,-0.009373678290832493
498,-111.0,-109.0,-87.0,-85.0,-0.0065994864298748734
499,-111.0,-109.0,-85.0,-83.0,-0.004704900353643834
500,-111.0,-109.0,-83.0,-81.0,-0.003391656790604103
501,-111.0,-109.0,-81.0,-79.0,-0.0024706147040712417
502,-111.0,-109.0,-79.0,-77.0,-0.0018182732953720693
503,-111.0,-109.0,-77.0,-75.0,-0.0013522133043565657
504,-111.0,-109.0,-75.0,-73.0,-0.0010165286444756005
505,-111.0,-109.0,-73.0,-71.0,-0.0007728260377629914
506,-111.0,-109.0,-71.0,-69.0,-0.0005944828388929693
507,-111.0,-109.0,-69.0,-67.0,-0.00046289208305150265
508,-111.0,-109.0,-67.0,-65.0,-0.00036496090304236756
509,-111.0,-109.0,-65.0,-63.0,-0.0002914203968754289
510,-111.0,-109.0,-63.0,-61.0,-0.00023567140786345808
511,-111.0,-109.0,-61.0,-59.0,-0.00019298961289915262
512,-111.0,-109.0,-59.0,-57.0,-0.00015997429276495834
513,-111.0,-109.0,-57.0,-55.0,-0.00013416384791366254
514,-111.0,-109.0,-55.0,-53.0,-0.00011376623296089489
515,-111.0,-109.0,-53.0,-51.0,-9.746906454204812e-05
516,-111.0,-109.0,-51.0,-49.0,-8.430525247390269e-05
517,-111.0,-109.0,-49.0,-47.0,-7.355750429223137e-05
518,-111.0,-109.0,-47.0,-45.0,-6.4690163736357e-05
519,-111.0,-109.0,-45.0,-43.0,-5.73003485291948e-05
520,-111.0,-109.0,-43.0,-41.0,-5.108276941730508e-05
521,-111.0,-109.0,-41.0,-39.0,-4.5804286614575807e-05
522,-111.0,-109.0,-39.0,-37.0,-4.128542458543133e-05
523,-111.0,-109.0,-37.0,-35.0,-3.738687974740723e-05
524,-111.0,-109.0,-35.0,-33.0,-3.399962627300898e-05
525,-111.0,-109.0,-33.0,-31.0,-3.1037627002610674e-05
526,-111.0,-109.0,-31.0,-29.0,-2.8432440935342168e-05
527,-111.0,-109.0,-29.0,-27.0,-2.6129221854808565e-05
528,-111.0,-109.0,-27.0,-25.0,-2.408375045761732e-05
529,-111.0,-109.0,-25.0,-23.0,-2.226025569409401e-05
530,-111.0,-109.0,-23.0,-21.0,-2.0629880901495284e-05
531,-111.0,-109.0,-21.0,-19.0,-1.9169767271363936e-05
532,-111.0,-109.0,-19.0,-17.0,-1.7862920591596443e-05
533,-111.0,-109.0,-17.0,-15.0,-1.669942190720558e-05
534,-111.0,-109.0,-15.0,-13.0,-1.568035222231784e-05
535,-111.0,-109.0,-13.0,-11.0,-1.4826909026429552e-05
536,-111.0,-109.0,-11.0,-9.0,-1.4194063839775839e-05
537,-111.0,-109.0,-9.0,-7.0,-1.3849723584674623e-05
538,-111.0,-109.0,-7.0,-5.0,-1.3649013603645246e-05
539,-111.0,-109.0,-5.0,-3.0,-1.296530428988689e-05
540,-111.0,-109.0,-3.0,-1.0,-1.1609391879949596e-05
541,-111.0,-109.0,-1.0,1.0,-1.0147771525635327e-05
542,-111.0,-109.0,1.0,3.0,-8.937440179998882e-06
543,-111.0,-109.0,3.0,5.0,-8.04860259433042e-06
544,-111.0,-109.0,5.0,7.0,-7.444975891255506e-06
545,-111.0,-109.0,7.0,9.0,-7.049388489051983e-06
546,-111.0,-109.0,9.0,11.0,-6.775039075989503e-06
547,-111.0,-109.0,11.0,13.0,-6.553573664230122e-06
548,-111.0,-109.0,13.0,15.0,-6.346020375686337e-06
549,-109.0,-107.0,-105.0,-103.0,-2.728562039170715
550,-109.0,-107.0,-103.0,-101.0,-0.6736520843244795
551,-109.0,-107.0,-101.0,-99.0,-0.27143280730444985
552,-109.0,-107.0,-99.0,-97.0,-0.13631576834909476
553,-109.0,-107.0,-97.0,-95.0,-0.07702580091052402
554,-109.0,-107.0,-95.0,-93.0,-0.0468522576293231
555,-109.0,-107.0,-93.0,-91.0,-0.02997131456150598
556,-109.0,-107.0,-91.0,-89.0,-0.019868979279077714
557,-109.0,-107.0,-89.0,-87.0,-0.013516309803370208
558,-109.0,-107.0,-87.0,-85.0,-0.009373685802562176
559,-109.0,-107.0,-85.0,-83.0,-0.00659949414113184
560,-109.0,-107.0,-83.0,-81.0,-0.004704908106032968
561,-109.0,-107.0,-81.0,-79.0,-0.0033916644743561125
562,-109.0,-107.0,-79.0,-77.0,-0.0024706222442297393
563,-109.0,-107.0,-77.0,-75.0,-0.001818280641889214
564,-109.0,-107.0,-75.0,-73.0,-0.0013522204249794348
565,-109.0,-107.0,-73.0,-71.0,-0.00101653551963133
566,-109.0,-107.0,-71.0,-69.0,-0.0007728326568818625
567,-109.0,-107.0,-69.0,-67.0,-0.0005944891977697625
568,-109.0,-107.0,-67.0,-65.0,-0.0004628981819620043
569,-109.0,-107.0,-65.0,-63.0,-0.0003649667454149602
570,-109.0,-107.0,-63.0,-61.0,-0.0002914259883779538
571,-109.0,-107.0,-61.0,-59.0,-0.00023567675580975916
572,-109.0,-107.0,-59.0,-57.0,-0.000192994725914844
573,-109.0,-107.0,-57.0,-55.0,-0.0001599791806789208
574,-109.0,-107.0,-55.0,-53.0,-0.00013416852186622086
575,-109.0,-107.0,-53.0,-51.0,-0.00011377070574402487
576,-109.0,-107.0,-51.0,-49.0,-9.747335121203932e-05
577,-109.0,-107.0,-49.0,-47.0,-8.430937130888758e-05
578,-109.0,-107.0,-47.0,-45.0,-7.356147820693562e-05
579,-109.0,-107.0,-45.0,-43.0,-6.469402232171101e-05
580,-109.0,-107.0,-43.0,-41.0,-5.7304130961825794e-05
581,-109.0,-107.0,-41.0,-39.0,-5.108652859603727e-05
582,-109.0,-107.0,-39.0,-37.0,-4.5808095048918e-05
583,-109.0,-107.0,-37.0,-35.0,-4.1289382820369064e-05
584,-109.0,-107.0,-35.0,-33.0,-3.7391128530121776e-05
585,-109.0,-107.0,-33.0,-31.0,-3.4004364393259295e-05
586,-109.0,-107.0,-31.0,-29.0,-3.1043138080878024e-05
587,-109.0,-107.0,-29.0,-27.0,-2.843913509976634e-05
588,-109.0,-107.0,-27.0,-25.0,-2.613770391518555e-05
589,-109.0,-107.0,-25.0,-23.0,-2.4094938893992612e-05
590,-109.0,-107.0,-23.0,-21.0,-2.2275606430369882e-05
591,-109.0,-107.0,-21.0,-19.0,-2.065184072103793e-05
592,-109.0,-107.0,-19.0,-17.0,-1.920275252601314e-05
593,-109.0,-107.0,-17.0,-15.0,-1.791552068129698e-05
594,-109.0,-107.0,-15.0,-13.0,-1.6789400388426967e-05
595,-109.0,-107.0,-13.0,-11.0,-1.584526872140668e-05
596,-109.0,-107.0,-11.0,-9.0,-1.514006656124639e-05
597,-109.0,-107.0,-9.0,-7.0,-1.4745005983116816e-05
598,-109.0,-107.0,-7.0,-5.0,-1.4507256484320302e-05
599,-109.0,-107.0,-5.0,-3.0,-1.3764442206069816e-05
600,-109.0,-107.0,-3.0,-1.0,-1.2315260241861636e-05
601,-109.0,-107.0,-1.0,1.0,-1.0757385655273469e-05
602,-109.0,-107.0,1.0,3.0,-9.467164431864808e-06
603,-109.0,-107.0,3.0,5.0,-8.517874355153804e-06
604,-109.0,-107.0,5.0,7.0,-7.870592901589035e-06
605,-109.0,-107.0,7.0,9.0,-7.443642294005515e-06
606,-109.0,-107.0,9.0,11.0,-7.145474164518481e-06
607,-109.0,-107.0,11.0,13.0,-6.9040718307916e-06
608,-109.0,-107.0,13.0,15.0,-6.678351240818961e-06
609,-109.0,-107.0,15.0,17.0,-6.451584610921504e-06
610,-107.0,-105.0,-103.0,-101.0,-2.7285620298582054
611,-107.0,-105.0,-101.0,-99.0,-0.6736520808047479
612,-107.0,-105.0,-99.0,-97.0,-0.2714328077869226
613,-107.0,-105.0,-97.0,-95.0,-0.13631577156341623
614,-107.0,-105.0,-95.0,-93.0,-0.07702580595535857
615,-107.0,-105.0,-93.0,-91.0,-0.046852263865481525
616,-107.0,-105.0,-91.0,-89.0,-0.02997132153633597
617,-107.0,-105.0,-89.0,-87.0,-0.01986898667288045
618,-107.0,-105.0,-87.0,-85.0,-0.013516317391341598
619,-107.0,-105.0,-85.0,-83.0,-0.009373693427700613
620,-107.0,-105.0,-83.0,-81.0,-0.006599501694908666
621,-107.0,-105.0,-81.0,-79.0,-0.004704915514570432
622,-107.0,-105.0,-79.0,-77.0,-0.003391671688524167
623,-107.0,-105.0,-77.0,-75.0,-0.0024706292325394202
624,-107.0,-105.0,-75.0,-73.0,-0.0018182873853865578
625,-107.0,-105.0,-73.0,-71.0,-0.0013522269135761988
626,-107.0,-105.0,-71.0,-69.0,-0.0010165417494708631
627,-107.0,-105.0,-69.0,-67.0,-0.0007728386284553829
628,-107.0,-105.0,-67.0,-65.0,-0.000594494914581023
629,-107.0,-105.0,-65.0,-63.0,-0.00046290364959784835
630,-107.0,-105.0,-63.0,-61.0,-0.00036497197092390243
631,-107.0,-105.0,-61.0,-59.0,-0.0002914309798912884
632,-107.0,-105.0,-59.0,-57.0,-0.00023568152236646406
633,-107.0,-105.0,-57.0,-55.0,-0.00019299927747293277
634,-107.0,-105.0,-55.0,-53.0,-0.00015998352831678164
635,-107.0,-105.0,-53.0,-51.0,-0.0001341726781984333
636,-107.0,-105.0,-51.0,-49.0,-0.00011377468560046927
637,-107.0,-105.0,-49.0,-47.0,-9.747717266003417e-05
638,-107.0,-105.0,-47.0,-45.0,-8.431305713857071e-05
639,-107.0,-105.0,-45.0,-43.0,-7.356505805618946e-05
640,-107.0,-105.0,-43.0,-41.0,-6.469753569694411e-05
641,-107.0,-105.0,-41.0,-39.0,-5.730763152727095e-05
642,-107.0,-105.0,-39.0,-37.0,-5.1090090278451544e-05
643,-107.0,-105.0,-37.0,-35.0,-4.5811820775319007e-05
644,-107.0,-105.0,-35.0,-33.0,-4.129341714675591e-05
645,-107.0,-105.0,-33.0,-31.0,-3.739567618034345e-05
646,-107.0,-105.0,-31.0,-29.0,-3.4009718136680106e-05
647,-107.0,-105.0,-29.0,-27.0,-3.104972218548677e-05
648,-107.0,-105.0,-27.0,-25.0,-2.8447576572703664e-05
649,-107.0,-105.0,-25.0,-23.0,-2.6148957161943598e-05
650,-107.0,-105.0,-23.0,-21.0,-2.4110520767488958e-05
651,-107.0,-105.0,-21.0,-19.0,-2.2298073620651698e-05
652,-107.0,-105.0,-19.0,-17.0,-2.0685822236559542e-05
653,-107.0,-105.0,-17.0,-15.0,-1.9257277955677526e-05
654,-107.0,-105.0,-15.0,-13.0,-1.8009312312380205e-05
655,-107.0,-105.0,-13.0,-11.0,-1.6962134509447557e-05
656,-107.0,-105.0,-11.0,-9.0,-1.6174564103365457e-05
657,-107.0,-105.0,-9.0,-7.0,-1.5721226260652366e-05
658,-107.0,-105.0,-7.0,-5.0,-1.5440693753535767e-05
659,-107.0,-105.0,-5.0,-3.0,-1.463203827360704e-05
660,-107.0,-105.0,-3.0,-1.0,-1.3080729445681324e-05
661,-107.0,-105.0,-1.0,1.0,-1.1417867966974013e-05
662,-107.0,-105.0,1.0,3.0,-1.0040523005476823e-05
663,-107.0,-105.0,3.0,5.0,-9.025185022056015e-06
664,-107.0,-105.0,5.0,7.0,-8.330029154249297e-06
665,-107.0,-105.0,7.0,9.0,-7.86850883404723e-06
666,-107.0,-105.0,9.0,11.0,-7.543975577060588e-06
667,-107.0,-105.0,11.0,13.0,-7.280483477273975e-06
668,-107.0,-105.0,13.0,15.0,-7.03467845651444e-06
669,-107.0,-105.0,15.0,17.0,-6.788839367128513e-06
670,-107.0,-105.0,17.0,19.0,-6.539164602409678e-06
671,-105.0,-103.0,-101.0,-99.0,-2.728562030302464
672,-105.0,-103.0,-99.0,-97.0,-0.6736520839685589
673,-105.0,-103.0,-97.0,-95.0,-0.27143281276956266
674,-105.0,-103.0,-95.0,-93.0,-0.13631577772677228
675,-105.0,-103.0,-93.0,-91.0,-0.07702581284812382
676,-105.0,-103.0,-91.0,-89.0,-0.04685227116940427
677,-105.0,-103.0,-89.0,-87.0,-0.029971329028047944
678,-105.0,-103.0,-87.0,-85.0,-0.01986899419673291
679,-105.0,-103.0,-85.0,-83.0,-0.013516324840036426
680,-105.0,-103.0,-83.0,-81.0,-0.009373700728450923
681,-105.0,-103.0,-81.0,-79.0,-0.0065995087995318474
682,-105.0,-103.0,-79.0,-77.0,-0.004704922392384028
683,-105.0,-103.0,-77.0,-75.0,-0.003391678321246372
684,-105.0,-103.0,-75.0,-73.0,-0.00247063561062702
685,-105.0,-103.0,-73.0,-71.0,-0.0018182935054059518
686,-105.0,-103.0,-71.0,-69.0,-0.001352232776321842
687,-105.0,-103.0,-69.0,-67.0,-0.001016547358627079
688,-105.0,-103.0,-67.0,-65.0,-0.0007728439896573722
689,-105.0,-103.0,-65.0,-63.0,-0.0005945000347744728
690,-105.0,-103.0,-63.0,-61.0,-0.0004629085366290517
691,-105.0,-103.0,-61.0,-59.0,-0.0003649766333169366
692,-105.0,-103.0,-59.0,-57.0,-0.00029143542678892326
693,-105.0,-103.0,-57.0,-55.0,-0.00023568576362979765
694,-105.0,-103.0,-55.0,-53.0,-0.00019300332395218167
695,-105.0,-103.0,-53.0,-51.0,-0.00015998739232510328
696,-105.0,-103.0,-51.0,-49.0,-0.0001341763742442742
697,-105.0,-103.0,-49.0,-47.0,-0.00011377823146432181
698,-105.0,-103.0,-47.0,-45.0,-9.748059094263906e-05
699,-105.0,-103.0,-45.0,-43.0,-8.431637746521975e-05
700,-105.0,-103.0,-43.0,-41.0,-7.356832020452911e-05
701,-105.0,-103.0,-41.0,-39.0,-6.470079403607387e-05
702,-105.0,-103.0,-39.0,-37.0,-5.7310961337445065e-05
703,-105.0,-103.0,-37.0,-35.0,-5.109359680301878e-05
704,-105.0,-103.0,-35.0,-33.0,-4.581565231689955e-05
705,-105.0,-103.0,-33.0,-31.0,-4.129778431756492e-05
706,-105.0,-103.0,-31.0,-29.0,-3.7400880897865e-05
707,-105.0,-103.0,-29.0,-27.0,-3.401619891344257e-05
708,-105.0,-103.0,-27.0,-25.0,-3.1058128566713306e-05
709,-105.0,-103.0,-25.0,-23.0,-2.8458899756778067e-05
710,-105.0,-103.0,-23.0,-21.0,-2.6164776991660643e-05
711,-105.0,-103.0,-21.0,-19.0,-2.4133508667617543e-05
712,-105.0,-103.0,-19.0,-17.0,-2.233308264829731e-05
713,-105.0,-103.0,-17.0,-15.0,-2.0742349407524424e-05
714,-105.0,-103.0,-15.0,-13.0,-1.9355069967478405e-05
715,-105.0,-103.0,-13.0,-11.0,-1.8190318358382584e-05
716,-105.0,-103.0,-11.0,-9.0,-1.730862970820979e-05
717,-105.0,-103.0,-9.0,-7.0,-1.6788119276987812e-05
718,-105.0,-103.0,-7.0,-5.0,-1.6458043330766503e-05
719,-105.0,-103.0,-5.0,-3.0,-1.557582659493517e-05
720,-105.0,-103.0,-3.0,-1.0,-1.391243378403434e-05
721,-105.0,-103.0,-1.0,1.0,-1.2134822600609607e-05
722,-105.0,-103.0,1.0,3.0,-1.066227238090238e-05
723,-105.0,-103.0,3.0,5.0,-9.574624820762878e-06
724,-105.0,-103.0,5.0,7.0,-8.826855931837532e-06
725,-105.0,-103.0,7.0,9.0,-8.327149917958937e-06
726,-105.0,-103.0,9.0,11.0,-7.973371803528598e-06
727,-105.0,-103.0,11.0,13.0,-7.685355367647098e-06
728,-105.0,-103.0,13.0,15.0,-7.417303311284956e-06
729,-105.0,-103.0,15.0,17.0,-7.150416199808163e-06
730,-105.0,-103.0,17.0,19.0,-6.880555272072153e-06
731,-105.0,-103.0,19.0,21.0,-6.609506082741121e-06
732,-103.0,-101.0,-99.0,-97.0,-2.728562035249219
733,-103.0,-101.0,-97.0,-95.0,-0.6736520900851708
734,-103.0,-101.0,-95.0,-93.0,-0.2714328196058142
735,-103.0,-101.0,-93.0,-91.0,-0.13631578496567065
736,-103.0,-101.0,-91.0,-89.0,-0.07702582026761196
737,-103.0,-101.0,-89.0,-87.0,-0.046852278615111265
738,-103.0,-101.0,-87.0,-85.0,-0.02997133639387123
739,-103.0,-101.0,-85.0,-83.0,-0.01986900141096898
740,-103.0,-101.0,-83.0,-81.0,-0.013516331855463415
741,-103.0,-101.0,-81.0,-79.0,-0.009373707515221485
742,-103.0,-101.0,-79.0,-77.0,-0.006599515340077217
743,-103.0,-101.0,-77.0,-75.0,-0.004704928677756404
744,-103.0,-101.0,-75.0,-73.0,-0.0033916843484957243
745,-103.0,-101.0,-73.0,-71.0,-0.0024706413809224004
746,-103.0,-101.0,-71.0,-69.0,-0.001818299022697062
747,-103.0,-101.0,-69.0,-67.0,-0.0013522380463949768
748,-103.0,-101.0,-67.0,-65.0,-0.0010165523884528016
749,-103.0,-101.0,-65.0,-63.0,-0.0007728487869592612
750,-103.0,-101.0,-63.0,-61.0,-0.000594504607772689
751,-103.0,-101.0,-61.0,-59.0,-0.00046291289393042556
752,-103.0,-101.0,-59.0,-57.0,-0.0003649807839404273
753,-103.0,-101.0,-57.0,-55.0,-0.0002914393803299664
754,-103.0,-101.0,-55.0,-53.0,-0.00023568953058289432
755,-103.0,-101.0,-53.0,-51.0,-0.00019300691622935878
756,-103.0,-101.0,-51.0,-49.0,-0.00015999082403117537
757,-103.0,-101.0,-49.0,-47.0,-0.00013417966279985483
758,-103.0,-101.0,-47.0,-45.0,-0.00011378139921016522
759,-103.0,-101.0,-45.0,-43.0,-9.748366741783518e-05
760,-103.0,-101.0,-43.0,-41.0,-8.431940263709664e-05
761,-103.0,-101.0,-41.0,-39.0,-7.357134905350976e-05
762,-103.0,-101.0,-39.0,-37.0,-6.470390308719806e-05
763,-103.0,-101.0,-37.0,-35.0,-5.731425802475362e-05
764,-103.0,-101.0,-35.0,-33.0,-5.109723303458116e-05
765,-103.0,-101.0,-33.0,-31.0,-4.581984444432599e-05
766,-103.0,-101.0,-31.0,-29.0,-4.1302843271431855e-05
767,-103.0,-101.0,-29.0,-27.0,-3.7407259366961654e-05
768,-103.0,-101.0,-27.0,-25.0,-3.402456910388263e-05
769,-103.0,-101.0,-25.0,-23.0,-3.1069519075308666e-05
770,-103.0,-101.0,-23.0,-21.0,-2.847495519719273e-05
771,-103.0,-101.0,-21.0,-19.0,-2.618828815021887e-05
772,-103.0,-101.0,-19.0,-17.0,-2.4169564208555844e-05
773,-103.0,-101.0,-17.0,-15.0,-2.239167558394997e-05
774,-103.0,-101.0,-15.0,-13.0,-2.0844321136581634e-05
775,-103.0,-101.0,-13.0,-11.0,-1.954481202529057e-05
776,-103.0,-101.0,-11.0,-9.0,-1.8555135552114632e-05
777,-103.0,-101.0,-9.0,-7.0,-1.7956926512175536e-05
778,-103.0,-101.0,-7.0,-5.0,-1.7569310828333823e-05
779,-103.0,-101.0,-5.0,-3.0,-1.6604646060902617e-05
780,-103.0,-101.0,-3.0,-1.0,-1.481793841498838e-05
781,-103.0,-101.0,-1.0,1.0,-1.2914631785418407e-05
782,-103.0,-101.0,1.0,3.0,-1.1337823036066536e-05
783,-103.0,-101.0,3.0,5.0,-1.0170839179160507e-05
784,-103.0,-101.0,5.0,7.0,-9.365120547898814e-06
785,-103.0,-101.0,7.0,9.0,-8.823138968576047e-06
786,-103.0,-101.0,9.0,11.0,-8.436849629329252e-06
787,-103.0,-101.0,11.0,13.0,-8.121547736144458e-06
788,-103.0,-101.0,13.0,15.0,-7.828802416747285e-06
789,-103.0,-101.0,15.0,17.0,-7.538641099121349e-06
790,-103.0,-101.0,17.0,19.0,-7.246545542842486e-06
791,-103.0,-101.0,19.0,21.0,-6.954251610827647e-06
792,-103.0,-101.0,21.0,23.0,-6.66511070102592e-06
793,-101.0,-99.0,-97.0,-95.0,-2.728562042052352
794,-101.0,-99.0,-95.0,-93.0,-0.6736520972817892
795,-101.0,-99.0,-93.0,-91.0,-0.2714328269750499
796,-101.0,-99.0,-91.0,-89.0,-0.1363157923543591
797,-101.0,-99.0,-89.0,-87.0,-0.077025827570808
798,-101.0,-99.0,-87.0,-85.0,-0.04685228576218792
799,-101.0,-99.0,-85.0,-83.0,-0.029971343338578538
800,-101.0,-99.0,-83.0,-81.0,-0.01986900812432113
801,-101.0,-99.0,-81.0,-79.0,-0.013516338320641585
802,-101.0,-99.0,-79.0,-77.0,-0.00937371372391968
803,-101.0,-99.0,-77.0,-75.0,-0.0065995212898822125
804,-101.0,-99.0,-75.0,-73.0,-0.004704934370273903
805,-101.0,-99.0,-73.0,-71.0,-0.003391689788012575
806,-101.0,-99.0,-71.0,-69.0,-0.0024706465734607858
807,-101.0,-99.0,-69.0,-67.0,-0.0018183039753553454
808,-101.0,-99.0,-67.0,-65.0,-0.001352242766902427
809,-101.0,-99.0,-65.0,-63.0,-0.001016556884889587
810,-101.0,-99.0,-63.0,-61.0,-0.0007728530676107334
811,-101.0,-99.0,-61.0,-59.0,-0.0005945086811010511
812,-101.0,-99.0,-59.0,-57.0,-0.0004629167686613228
813,-101.0,-99.0,-57.0,-55.0,-0.00036498446927444445
814,-101.0,-99.0,-55.0,-53.0,-0.00029144288630351955
815,-101.0,-99.0,-53.0,-51.0,-0.000235692868620907
816,-101.0,-99.0,-51.0,-49.0,-0.00019301009995462137
817,-101.0,-99.0,-49.0,-47.0,-0.0001599938704266654
818,-101.0,-99.0,-47.0,-45.0,-0.00013418259386276457
819,-101.0,-99.0,-45.0,-43.0,-0.00011378424429783762
820,-101.0,-99.0,-43.0,-41.0,-9.748646657388449e-05
821,-101.0,-99.0,-41.0,-39.0,-8.432221131585843e-05
822,-101.0,-99.0,-39.0,-37.0,-7.357424485719341e-05
823,-101.0,-99.0,-37.0,-35.0,-6.470699543685912e-05
824,-101.0,-99.0,-35.0,-33.0,-5.731770218962706e-05
825,-101.0,-99.0,-33.0,-31.0,-5.110125082082376e-05
826,-101.0,-99.0,-31.0,-29.0,-4.582475548213505e-05
827,-101.0,-99.0,-29.0,-27.0,-4.1309114124886415e-05
828,-101.0,-99.0,-27.0,-25.0,-3.7415584727248236e-05
829,-101.0,-99.0,-25.0,-23.0,-3.403601520178892e-05
830,-101.0,-99.0,-23.0,-21.0,-3.1085796654058834e-05
831,-101.0,-99.0,-21.0,-19.0,-2.8498978650381285e-05
832,-101.0,-99.0,-19.0,-17.0,-2.622539326783621e-05
833,-101.0,-99.0,-17.0,-15.0,-2.4230269727698595e-05
834,-101.0,-99.0,-15.0,-13.0,-2.2497992571358233e-05
835,-101.0,-99.0,-13.0,-11.0,-2.104326702339135e-05
